City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
478,Nelson Bay,AU,-32.7167,152.15,75.0,88,100,1.01,overcast clouds
479,Carmen,MX,18.6333,-91.8333,78.84,53,40,9.22,scattered clouds
480,Aparecida Do Taboado,BR,-20.0867,-51.0936,93.6,38,43,2.51,scattered clouds
481,Dingle,PH,10.9995,122.6711,74.41,91,100,5.88,overcast clouds
482,Dzilam Gonzalez,MX,21.2833,-88.9333,74.57,50,54,6.46,broken clouds
483,Verkhnyaya Inta,RU,65.9811,60.3094,-2.83,98,98,6.29,overcast clouds
484,Makakilo City,US,21.3469,-158.0858,71.01,68,75,4.61,light rain
485,Dalian,CN,38.9122,121.6022,33.73,55,40,4.47,scattered clouds
486,Kushikino,JP,31.7167,130.2667,44.08,76,0,5.66,clear sky
487,Puqi,CN,29.7167,113.8833,51.21,51,0,2.64,clear sky
488,Bousse,BF,12.6606,-1.8922,86.97,13,95,11.5,overcast clouds
489,Taga,RO,46.95,24.05,19.72,84,5,3.13,clear sky
490,Bar Harbor,US,44.3876,-68.2039,47.91,90,90,7.0,mist
491,Shubarshi,KZ,48.5872,57.1869,25.23,78,100,5.17,overcast clouds
492,Inongo,CD,-1.95,18.2667,76.68,78,86,2.98,light rain
493,Omboue,GA,-1.5746,9.2618,80.17,86,98,7.74,light rain
494,Veraval,IN,20.9,70.3667,70.61,66,12,7.96,few clouds
495,Juneau,US,58.3019,-134.4197,28.22,66,3,7.9,clear sky
496,Churapcha,RU,62.0025,132.4325,-53.48,100,82,3.89,broken clouds
497,Stornoway,GB,58.2093,-6.3865,40.96,86,75,1.01,broken clouds
498,Puerto Plata,DO,19.7934,-70.6884,85.84,70,20,5.75,few clouds
499,San Cristobal,VE,7.7669,-72.225,82.78,54,100,1.88,overcast clouds
500,Tautira,PF,-17.7333,-149.15,77.02,81,91,15.14,light rain
501,Pandan,PH,14.0453,124.1694,77.88,86,90,6.69,overcast clouds
502,Yershov,RU,51.3513,48.2766,1.81,97,79,10.42,broken clouds
503,Asuncion,PY,-25.3007,-57.6359,97.03,36,30,1.99,scattered clouds
504,Kahului,US,20.8947,-156.47,66.97,95,100,15.84,moderate rain
505,Fallon,US,39.4735,-118.7774,28.27,86,75,0.0,broken clouds
506,Keita,NE,14.7551,5.7749,78.94,17,65,9.46,broken clouds
507,Cap Malheureux,MU,-19.9842,57.6142,79.47,82,99,5.99,overcast clouds
508,Autazes,BR,-3.5797,-59.1306,92.03,49,87,5.57,overcast clouds
509,Egvekinot,RU,66.3167,-179.1667,-6.84,85,100,13.6,overcast clouds
510,Bilma,NE,18.6853,12.9164,68.61,13,52,6.67,broken clouds
511,South Lake Tahoe,US,38.9332,-119.9844,41.74,83,90,11.5,light rain
512,Gudari,IN,19.35,83.7833,58.03,58,0,2.17,clear sky
513,Igarka,RU,67.4667,86.5833,-1.39,96,100,22.44,light snow
514,La Sarre,CA,48.8002,-79.1996,11.53,87,100,12.86,overcast clouds
515,Rodrigues Alves,BR,-7.738,-72.6509,84.51,77,86,5.41,overcast clouds
516,Bakel,SN,14.905,-12.4568,91.76,12,100,13.85,overcast clouds
517,Piacabucu,BR,-10.4056,-36.4344,83.21,71,97,14.85,overcast clouds
518,Peterhead,GB,57.5058,-1.7981,34.12,82,100,7.78,overcast clouds
519,Kayerkan,RU,69.3497,87.7602,-0.15,81,100,14.09,overcast clouds
520,Juelsminde,DK,55.7088,10.0167,38.34,94,100,7.11,overcast clouds
521,Menongue,AO,-14.6585,17.691,72.55,71,81,4.07,broken clouds
522,Puerto Colombia,CO,10.9878,-74.9547,83.12,71,85,5.19,overcast clouds
523,Marrakesh,MA,31.6315,-8.0083,69.87,52,75,4.61,broken clouds
524,Benguela,AO,-12.5763,13.4055,78.37,68,85,8.61,overcast clouds
525,Iracoubo,GF,5.4802,-53.2011,75.36,96,100,8.3,moderate rain
526,Taywarah,AF,33.35,64.4167,34.93,77,29,4.0,scattered clouds
527,Alice Springs,AU,-23.7,133.8833,80.15,39,79,8.05,broken clouds
528,Nizhniy Odes,RU,63.6445,54.856,-1.5,99,97,0.81,overcast clouds
529,Jumla,NP,29.2747,82.1838,33.21,64,6,3.27,clear sky
530,Sept-Iles,CA,50.2001,-66.3821,16.05,71,90,8.99,light snow
531,Jablunkov,CZ,49.5767,18.7646,24.48,95,78,1.77,broken clouds
532,Coahuayana,MX,18.7333,-103.6833,87.28,44,0,3.62,clear sky
533,Vilyuysk,RU,63.7553,121.6247,-49.13,100,65,1.77,broken clouds
534,Lata,PT,40.1629,-8.3327,61.07,83,42,6.42,scattered clouds
535,Hun,LY,29.1268,15.9477,58.3,29,100,3.36,overcast clouds
536,Sakassou,CI,7.4546,-5.2926,94.62,16,21,5.48,few clouds
537,Inhambane,MZ,-23.865,35.3833,76.41,71,100,13.8,overcast clouds
538,Villa De San Antonio,HN,14.3167,-87.6167,78.08,73,82,7.27,broken clouds
539,Merauke,ID,-8.4667,140.3333,78.42,87,100,4.21,overcast clouds
540,Envira,BR,-7.3,-70.2167,73.71,99,100,2.13,overcast clouds
541,Lamar,US,33.6668,-95.5836,57.52,62,1,9.22,clear sky
542,Altamont,US,42.2068,-121.7372,35.44,82,75,3.0,broken clouds
543,Mount Gambier,AU,-37.8333,140.7667,47.84,92,61,4.07,broken clouds
544,Port Hope,US,43.9408,-82.7127,28.47,64,100,13.8,overcast clouds
545,Kidal,ML,18.4411,1.4078,76.51,9,87,8.66,overcast clouds
546,Brainerd,US,46.358,-94.2008,14.25,79,40,6.91,haze
547,Gimli,CA,50.6336,-96.9907,10.44,89,100,2.71,overcast clouds
548,Nacala,MZ,-14.5428,40.6728,80.6,72,31,6.13,scattered clouds
549,Kralendijk,BQ,12.15,-68.2667,81.19,78,28,18.5,scattered clouds
550,Zeya,RU,53.75,127.2667,-22.95,83,64,3.44,broken clouds
551,Mendeleyevo,RU,56.0333,37.2167,-3.51,77,40,8.95,scattered clouds
552,Nelson,NZ,-41.2833,173.2833,60.3,83,41,3.69,scattered clouds
553,Santarem,BR,-2.4431,-54.7083,87.93,74,40,12.66,scattered clouds
554,Nouadhibou,MR,20.931,-17.0347,70.9,58,0,9.46,clear sky
555,Vestmanna,FO,62.1564,-7.1664,31.12,86,87,6.91,overcast clouds
556,Deputatskiy,RU,69.3,139.9,-24.9,96,100,5.23,overcast clouds
557,San Andres,CO,12.5847,-81.7006,80.55,76,77,14.14,broken clouds
558,Brae,GB,60.3964,-1.353,40.91,79,100,11.43,overcast clouds
559,Gazojak,TM,41.1875,61.4036,45.63,74,4,10.16,clear sky
560,Cairns,AU,-16.9167,145.7667,75.15,90,40,0.0,scattered clouds
561,Aitape,PG,-3.1374,142.3475,78.53,91,100,13.04,heavy intensity rain
562,Fortuna,US,40.5982,-124.1573,53.94,93,90,4.0,overcast clouds
563,Fowa,NG,8.9167,6.4,91.67,20,3,2.95,clear sky
564,Sistranda,NO,63.7256,8.834,31.89,77,96,3.69,overcast clouds
565,Steamboat Springs,US,40.485,-106.8317,38.91,39,1,5.75,clear sky
566,Lamu,KE,-2.2717,40.902,80.82,84,100,8.99,overcast clouds
567,Esmeralda,CU,21.8525,-78.1169,77.94,77,83,10.22,broken clouds
568,Khandyga,RU,62.6667,135.6,-55.3,100,86,0.81,overcast clouds
569,Deneysville,ZA,-26.8908,28.0971,66.6,62,59,5.95,broken clouds
570,Kargasok,RU,59.0556,80.8572,11.68,94,100,15.9,overcast clouds
571,Panaba,MX,21.2833,-88.2667,74.25,55,99,10.69,overcast clouds
572,Zhigansk,RU,66.7697,123.3711,-43.89,97,96,4.59,overcast clouds
573,Libourne,FR,44.9167,-0.25,50.5,82,31,8.43,scattered clouds
574,Plettenberg Bay,ZA,-34.0527,23.3716,66.85,91,84,10.74,light rain
575,Kharan,PK,28.5833,65.4167,68.0,29,3,3.87,clear sky
576,Impfondo,CG,1.6381,18.0667,85.39,47,69,3.74,broken clouds
577,Tadine,NC,-21.55,167.8833,76.12,82,18,9.55,few clouds
578,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,15.17,82,57,8.37,broken clouds
579,Marsh Harbour,BS,26.5412,-77.0636,71.58,66,74,20.78,broken clouds
580,Narrabri,AU,-30.3167,149.7833,71.69,83,90,6.91,light rain
581,West Bay,KY,19.3667,-81.4167,82.08,76,75,1.99,broken clouds
582,Mantua,IT,45.1667,10.7833,43.75,86,100,1.01,overcast clouds
583,Surman,LY,32.7567,12.5716,61.21,34,27,4.76,scattered clouds
584,Kapit,MY,2.0167,112.9333,74.35,99,100,0.89,moderate rain
585,Caranan,PH,13.5167,123.0156,76.23,86,96,3.27,overcast clouds
586,Raisio,FI,60.4859,22.169,24.82,85,0,1.14,clear sky
587,Nizhniy Kuranakh,RU,58.8353,125.4869,-37.7,99,100,2.35,overcast clouds
588,Ola,RU,59.5833,151.2833,3.15,74,100,12.39,overcast clouds
589,Santa Maria,BR,-29.6842,-53.8069,79.9,61,75,6.91,broken clouds
590,Bathsheba,BB,13.2167,-59.5167,86.61,62,40,23.02,scattered clouds
591,Angoche,MZ,-16.2325,39.9086,81.95,70,81,7.61,broken clouds
592,Vila,PT,42.0304,-8.1588,51.33,76,63,5.26,broken clouds
593,Qaqortoq,GL,60.7167,-46.0333,48.7,58,100,12.93,overcast clouds
594,Linda,US,39.1277,-121.5508,49.89,94,90,3.44,mist
595,Pafos,CY,34.7667,32.4167,53.51,62,40,5.75,scattered clouds
596,Aksu,CN,41.1231,80.2644,27.21,45,71,3.38,broken clouds
597,Port Lincoln,AU,-34.7333,135.8667,58.55,85,1,13.8,clear sky
598,Sobolevo,RU,54.4299,31.8996,11.66,93,100,8.37,overcast clouds
599,Gulu,UG,2.7746,32.299,80.35,41,100,7.36,overcast clouds
600,Aqtobe,KZ,50.2797,57.2072,17.69,93,75,2.24,broken clouds
601,Kaposmero,HU,46.3617,17.704,34.29,75,31,1.59,scattered clouds
602,Fairbanks,US,64.8378,-147.7164,-0.44,75,90,0.0,overcast clouds
603,Itarema,BR,-2.9248,-39.9167,88.25,57,22,17.47,few clouds
604,Espanola,US,35.9911,-106.0806,56.07,21,20,6.29,few clouds
605,Harper,LR,4.375,-7.7169,83.91,63,54,8.75,broken clouds
606,Meulaboh,ID,4.1363,96.1285,77.58,85,73,1.97,broken clouds
607,Aksarka,RU,66.5606,67.7975,10.26,96,100,8.01,light snow
608,Mangrol,IN,21.1167,70.1167,70.43,74,21,8.34,few clouds
609,Neiafu,TO,-18.65,-173.9833,79.48,83,75,4.61,broken clouds
610,Rameswaram,IN,9.2833,79.3,79.09,68,17,15.7,few clouds
611,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,104.54,24,5,6.24,clear sky
612,Ibadan,NG,7.3878,3.8964,90.75,22,10,5.1,clear sky
613,Kotido,UG,2.9806,34.1331,78.84,46,100,15.17,overcast clouds
614,San Antero,CO,9.3741,-75.7589,81.54,80,59,11.79,broken clouds
615,Jiazi,CN,22.8779,116.067,64.31,82,100,14.9,overcast clouds
616,Borovichi,RU,58.3878,33.9155,2.77,98,97,5.21,overcast clouds
617,Nanortalik,GL,60.1432,-45.2371,38.5,76,99,10.0,overcast clouds
618,Mahibadhoo,MV,3.7833,72.9667,82.31,73,90,11.92,overcast clouds
619,Araripe,BR,-7.2125,-40.0461,93.22,27,95,8.25,overcast clouds
620,Wad Rawah,SD,15.1603,33.1397,78.58,24,30,16.24,scattered clouds
621,Daurala,IN,29.1167,77.6833,57.18,26,52,2.46,broken clouds
622,Bath,GB,51.3779,-2.3591,44.87,92,99,5.97,overcast clouds
623,Edson,CA,53.5835,-116.4356,17.49,96,100,4.9,light snow
624,Puri,IN,19.8,85.85,57.72,38,0,3.33,clear sky
625,Sao Joao Da Barra,BR,-21.6403,-41.0511,89.69,75,4,8.99,clear sky
626,Atar,MR,20.5169,-13.0499,82.2,16,31,14.54,scattered clouds
627,Vagur,FO,61.4732,-6.8119,38.66,60,97,16.55,overcast clouds
628,Leeton,AU,-34.5667,146.4,67.42,41,0,5.93,clear sky
629,Okhotsk,RU,59.3833,143.3,2.23,74,100,19.42,overcast clouds
630,Huilong,CN,31.8111,121.655,50.04,79,0,5.73,clear sky
631,Mihijam,IN,23.8526,86.8788,57.96,44,0,6.35,clear sky
632,Jaisalmer,IN,26.9147,70.9181,69.19,38,3,4.27,clear sky
633,Pondicherry,IN,11.93,79.83,74.77,61,1,8.63,clear sky
634,Ankang,CN,32.68,109.0172,47.07,64,0,1.54,clear sky
635,Fort Nelson,CA,58.8053,-122.7002,-0.83,99,100,1.61,overcast clouds
636,Yerbogachen,RU,61.2767,108.0108,-37.66,100,66,3.11,broken clouds
637,Coquimbo,CL,-29.9533,-71.3436,67.21,71,84,6.82,broken clouds
638,Goderich,CA,43.7501,-81.7165,29.91,67,100,28.03,overcast clouds
639,Korla,CN,41.7597,86.1469,24.28,67,0,6.06,clear sky
640,Samarai,PG,-10.6167,150.6667,81.18,79,32,0.43,scattered clouds
641,Waingapu,ID,-9.6567,120.2641,81.86,84,100,4.83,overcast clouds
642,Elko,US,41.0002,-115.5012,21.74,80,100,7.0,overcast clouds
643,Nuuk,GL,64.1835,-51.7216,38.01,87,75,3.44,broken clouds
644,Bandundu,CD,-3.3167,17.3667,81.34,70,95,0.67,overcast clouds
645,Visnes,NO,59.3556,5.2242,39.58,93,75,11.5,light intensity drizzle
646,Chimbote,PE,-9.0853,-78.5783,73.67,71,8,9.71,clear sky
647,Novozavedennoye,RU,44.2628,43.6381,18.7,62,75,11.83,broken clouds
648,Timra,SE,62.487,17.3257,15.67,83,0,3.44,clear sky
649,Banjar,ID,-8.19,114.9675,82.26,90,87,1.9,light rain
650,Srednekolymsk,RU,67.45,153.6833,-35.46,100,99,5.7,overcast clouds
651,Moron,AR,-34.6534,-58.6198,91.8,41,0,4.0,clear sky
652,La Asuncion,VE,11.0333,-63.8628,81.18,76,51,14.45,broken clouds
653,Ahuimanu,US,21.4447,-157.8378,73.11,73,90,5.99,light rain
654,Kastamonu,TR,41.5,33.6667,17.64,96,100,3.29,overcast clouds
655,Kasongo-Lunda,CD,-6.4667,16.8167,74.62,94,99,1.9,light rain
656,Lincoln,US,40.8,-96.667,43.9,52,1,5.01,clear sky
657,Longhua,CN,23.6137,114.1919,57.52,85,89,2.3,overcast clouds
658,Yichang,CN,30.7144,111.2847,52.52,56,0,2.01,clear sky
659,Sabha,LY,27.0377,14.4283,54.86,26,100,2.33,overcast clouds
660,Urussu,RU,54.5981,53.4631,-4.63,98,40,3.18,scattered clouds
661,Vanavara,RU,60.34,102.2797,-34.71,100,22,1.16,few clouds
662,Bud,US,39.447,-86.1758,33.75,56,28,10.45,scattered clouds
663,Hailar,CN,49.2,119.7,-26.61,100,76,0.76,broken clouds
664,San Policarpo,PH,12.1791,125.5072,79.27,78,86,8.48,overcast clouds
665,Gat,IL,31.61,34.7642,57.78,100,84,4.43,broken clouds
666,Springdale,US,36.1867,-94.1288,49.03,46,1,5.99,clear sky
667,Mahuva,IN,21.0914,71.7622,70.97,44,46,6.96,scattered clouds
668,Tual,ID,-5.6667,132.75,80.76,80,100,22.12,overcast clouds
669,Nibbar,TN,36.2941,8.7666,59.52,58,33,3.09,scattered clouds
670,Serik,TR,36.9169,31.0989,44.85,54,12,8.32,light rain
671,Wschowa,PL,51.807,16.3166,29.89,80,99,5.61,overcast clouds
672,Lugovoy,KZ,42.9472,72.7644,41.68,57,55,2.8,broken clouds
673,Santa Ines,BR,-3.6667,-45.38,96.75,35,75,5.93,broken clouds
674,Mandello Del Lario,IT,45.9192,9.3193,41.85,81,39,0.54,scattered clouds
675,Ballina,AU,-28.8667,153.5667,69.98,92,98,3.96,light rain
676,Barabai,ID,-2.5833,115.3833,76.15,96,100,1.45,heavy intensity rain
677,Comodoro Rivadavia,AR,-45.8667,-67.5,67.86,45,0,17.27,clear sky
678,San Rafael,AR,-34.6177,-68.3301,83.95,25,39,8.75,scattered clouds
679,Noumea,NC,-22.2763,166.4572,73.38,84,42,9.15,scattered clouds
680,Sindor,RU,62.8629,51.8905,1.04,98,98,2.08,overcast clouds
681,Boa Vista,BR,2.8197,-60.6733,91.78,48,100,7.11,overcast clouds
682,Ziarat,PK,30.3823,67.7282,41.56,36,84,2.08,broken clouds
683,Makungu,TZ,-8.7333,35.2833,68.04,63,100,3.89,overcast clouds
684,Ucluelet,CA,48.9329,-125.5528,48.09,90,100,1.99,overcast clouds
685,Beliator,IN,23.3333,87.2167,59.14,35,1,4.0,clear sky
686,Marienburg,PL,54.0359,19.0266,30.11,84,98,5.32,overcast clouds
687,Tartus,SY,34.889,35.8866,55.49,61,69,7.54,broken clouds
688,Novochernorechenskiy,RU,56.2669,91.0828,-4.72,97,25,6.73,scattered clouds
689,Tomatlan,MX,19.9333,-105.25,83.61,30,2,2.77,clear sky
690,Blyznyuky,UA,48.8578,36.5551,7.68,93,73,7.54,broken clouds
691,Morant Bay,JM,17.8815,-76.4093,87.42,65,57,4.65,broken clouds
692,Havoysund,NO,70.9963,24.6622,26.83,94,100,23.0,light snow
693,Abu Kamal,SY,34.4506,40.9171,52.86,59,36,10.36,scattered clouds
694,Chunhuhub,MX,19.55,-88.6833,77.72,42,0,5.26,clear sky
695,Quesnel,CA,52.9999,-122.5029,16.3,92,90,0.0,light snow
696,Antalaha,MG,-14.9003,50.2788,79.11,89,6,4.09,clear sky
697,Matara,LK,5.9485,80.5353,75.97,88,70,2.1,broken clouds
698,Sampit,ID,-2.5333,112.95,75.87,96,100,2.24,overcast clouds
699,Gamba,GA,-2.65,10.0,80.15,85,90,7.31,overcast clouds
700,Tutoia,BR,-2.7619,-42.2744,91.38,61,68,15.41,broken clouds
701,Yulara,AU,-25.2406,130.9889,75.04,57,44,2.3,scattered clouds
702,Prince Rupert,CA,54.3161,-130.3201,23.05,83,70,5.95,broken clouds
703,Camacha,PT,33.0833,-16.3333,67.53,83,40,11.5,scattered clouds
704,Mackenzie,CA,55.2999,-123.1698,7.02,78,90,9.22,overcast clouds
705,Aracati,BR,-4.5617,-37.7697,89.62,52,13,14.83,few clouds
706,Huarmey,PE,-10.0681,-78.1522,73.98,72,8,10.18,clear sky
707,Nedjo,ET,9.5046,35.5019,64.78,53,45,4.27,scattered clouds
708,Newberg,US,45.3001,-122.9732,48.31,86,90,3.0,overcast clouds
709,Gravdal,NO,68.1214,13.5031,26.49,93,75,2.3,light shower snow
710,Rajanpur,PK,29.1035,70.325,62.06,16,24,8.52,few clouds
711,Ossora,RU,59.2353,163.0719,4.32,80,100,13.42,overcast clouds
712,Nileshwar,IN,12.25,75.1,76.95,77,5,3.69,clear sky
713,Olinda,BR,-8.0089,-34.8553,85.73,66,75,9.22,broken clouds
714,Okato,NZ,-39.2,173.8833,60.69,91,83,2.48,broken clouds
